filename,ppm
Shanghai1/201407301245_mod,17.0
Shanghai1/201407281445_mod,55.0
Shanghai1/201407201245_mod,23.0
Shanghai1/201408051515_mod,36.0
Shanghai1/201405201400_mod,76.0
Shanghai1/201407231345_mod,21.0
Shanghai1/201408061415_mod,33.0
Shanghai1/201406261115_mod,10.0
Shanghai1/201405121230_mod,61.0
Shanghai1/201406131215_mod,83.0
Shanghai1/201407061045_mod,41.0
Shanghai1/201405111330_mod,36.0
Shanghai1/201406181515_mod,28.0
Shanghai1/201407051145_mod,30.0
Shanghai1/201407121515_mod,46.0
Shanghai1/201407191215_mod,24.0
Shanghai1/201407111415_mod,79.0
Shanghai1/201406211545_mod,37.0
Shanghai1/201408011045_mod,-2.0
Shanghai1/201405311015_mod,38.0
Shanghai1/201408021145_mod,4.0
Shanghai1/201406221445_mod,21.0
Shanghai1/201405221100_mod,49.0
Shanghai1/201406271515_mod,28.0
Shanghai1/201407291045_mod,49.0
Shanghai1/201407041545_mod,41.0
Shanghai1/201405181130_mod,33.0
Shanghai1/201405081130_mod,79.0
Shanghai1/201406091115_mod,38.0
Shanghai1/201407071445_mod,35.0
Shanghai1/201407171445_mod,27.0
Shanghai1/201405071200_mod,49.0
Shanghai1/201407101015_mod,69.0
Shanghai1/201407031115_mod,90.0
Shanghai1/201408020845_mod,7.0
Shanghai1/201407131115_mod,20.0
Shanghai1/201406061345_mod,38.0
Shanghai1/201408031545_mod,43.0
Shanghai1/201407261215_mod,68.0
Shanghai1/201406201145_mod,26.0
Shanghai1/201408081245_mod,16.0
Shanghai1/201407251315_mod,32.0
Shanghai1/201406061145_mod,50.0
Shanghai1/201407031315_mod,92.0
Shanghai1/201407131315_mod,64.0
Shanghai1/201407081415_mod,18.0
Shanghai1/201407101215_mod,67.0
Shanghai1/201407181415_mod,20.0
Shanghai1/201407251115_mod,6.0
Shanghai1/201408081045_mod,22.0
Shanghai1/201407261015_mod,57.0
Shanghai1/201407211445_mod,22.0
Shanghai1/201407291245_mod,28.0
Shanghai1/201407221545_mod,26.0
Shanghai1/201405221300_mod,43.0
Shanghai1/201405271245_mod,65.0
Shanghai1/201406121415_mod,42.0
Shanghai1/201405131430_mod,44.0
Shanghai1/201407230845_mod,10.0
Shanghai1/201405181330_mod,29.0
Shanghai1/201406191315_mod,44.0
Shanghai1/201405081330_mod,64.0
Shanghai1/201406091315_mod,33.0
Shanghai1/201407191015_mod,12.0
Shanghai1/201407091015_mod,16.0
Shanghai1/201407250815_mod,7.0
Shanghai1/201407271415_mod,43.0
Shanghai1/201406291145_mod,108.0
Shanghai1/201408011245_mod,2.0
Shanghai1/201405311215_mod,41.0
Shanghai1/201407241515_mod,17.0
Shanghai1/201406261315_mod,8.0
Shanghai1/201407231145_mod,16.0
Shanghai1/201407301045_mod,16.0
Shanghai1/201407201045_mod,29.0
Shanghai1/201405111130_mod,37.0
Shanghai1/201407061245_mod,57.0
Shanghai1/201405161400_mod,43.0
Shanghai1/201405121030_mod,52.0
Shanghai1/201406131015_mod,78.0
Shanghai1/201407131415_mod,42.0
Shanghai1/201407081315_mod,25.0
Shanghai1/201407181315_mod,25.0
Shanghai1/201407101515_mod,91.0
Shanghai1/201406301445_mod,33.0
Shanghai1/201405301115_mod,63.0
Shanghai1/201408031045_mod,52.0
Shanghai1/201405211500_mod,138.0
Shanghai1/201406241115_mod,49.0
Shanghai1/201407211345_mod,18.0
Shanghai1/201405271545_mod,62.0
Shanghai1/201406271015_mod,17.0
Shanghai1/201407221245_mod,24.0
Shanghai1/201408060815_mod,18.0
Shanghai1/201407071145_mod,35.0
Shanghai1/201407171145_mod,23.0
Shanghai1/201406121315_mod,50.0
Shanghai1/201407041045_mod,80.0
Shanghai1/201407141045_mod,64.0
Shanghai1/201406191415_mod,38.0
Shanghai1/201405181430_mod,29.0
Shanghai1/201407280845_mod,29.0
Shanghai1/201406071245_mod,68.0
Shanghai1/201406171245_mod,45.0
Shanghai1/201407121015_mod,91.0
Shanghai1/201407271315_mod,49.0
Shanghai1/201407241215_mod,21.0
Shanghai1/201408011545_mod,10.0
Shanghai1/201405311515_mod,48.0
Shanghai1/201406261415_mod,17.0
Shanghai1/201405261145_mod,88.0
Shanghai1/201408061115_mod,47.0
Shanghai1/201407170845_mod,19.0
Shanghai1/201407281145_mod,29.0
Shanghai1/201408051015_mod,37.0
Shanghai1/201406251515_mod,17.0
Shanghai1/201405151200_mod,53.0
Shanghai1/201407051445_mod,24.0
Shanghai1/201405161300_mod,59.0
Shanghai1/201405061300_mod,33.0
Shanghai1/201407161545_mod,23.0
Shanghai1/201407061545_mod,50.0
Shanghai1/201408051215_mod,39.0
Shanghai1/201405281500_mod,78.0
Shanghai1/201407301545_mod,22.0
Shanghai1/201407201545_mod,17.0
Shanghai1/201405261345_mod,86.0
Shanghai1/201408061315_mod,43.0
Shanghai1/201405231200_mod,20.0
Shanghai1/201407231445_mod,15.0
Shanghai1/201405161100_mod,58.0
Shanghai1/201405061100_mod,24.0
Shanghai1/201407210845_mod,13.0
Shanghai1/201405151000_mod,72.0
Shanghai1/201406081215_mod,37.0
Shanghai1/201405191230_mod,34.0
Shanghai1/201407121215_mod,69.0
Shanghai1/201406071045_mod,78.0
Shanghai1/201406171045_mod,26.0
Shanghai1/201407191515_mod,33.0
Shanghai1/201407091515_mod,27.0
Shanghai1/201406141145_mod,103.0
Shanghai1/201407241015_mod,19.0
Shanghai1/201406221345_mod,26.0
Shanghai1/201407271115_mod,55.0
Shanghai1/201407221045_mod,8.0
Shanghai1/201406271215_mod,19.0
Shanghai1/201407211145_mod,21.0
Shanghai1/201405101030_mod,46.0
Shanghai1/201405141400_mod,143.0
Shanghai1/201407041245_mod,61.0
Shanghai1/201406121115_mod,48.0
Shanghai1/201405171500_mod,35.0
Shanghai1/201407071345_mod,32.0
Shanghai1/201406061445_mod,45.0
Shanghai1/201407261515_mod,61.0
Shanghai1/201408031245_mod,62.0
Shanghai1/201407251415_mod,34.0
Shanghai1/201405301315_mod,65.0
Shanghai1/201408081545_mod,27.0
Shanghai1/201405071100_mod,51.0
Shanghai1/201405101430_mod,34.0
Shanghai1/201405181230_mod,33.0
Shanghai1/201406091215_mod,44.0
Shanghai1/201407200845_mod,27.0
Shanghai1/201405081230_mod,79.0
Shanghai1/201405141000_mod,81.0
Shanghai1/201407291345_mod,25.0
Shanghai1/201407211545_mod,19.0
Shanghai1/201407311545_mod,11.0
Shanghai1/201405211300_mod,130.0
Shanghai1/201407221445_mod,17.0
Shanghai1/201405221200_mod,46.0
Shanghai1/201407251015_mod,3.0
Shanghai1/201408081145_mod,17.0
Shanghai1/201406281445_mod,107.0
Shanghai1/201407261115_mod,59.0
Shanghai1/201406161045_mod,17.0
Shanghai1/201406061045_mod,50.0
Shanghai1/201407031215_mod,90.0
Shanghai1/201407131215_mod,38.0
Shanghai1/201406151145_mod,53.0
Shanghai1/201407181515_mod,22.0
Shanghai1/201407101315_mod,71.0
Shanghai1/201407051245_mod,31.0
Shanghai1/201406101015_mod,27.0
Shanghai1/201405111030_mod,24.0
Shanghai1/201407161345_mod,22.0
Shanghai1/201407061345_mod,55.0
Shanghai1/201405161500_mod,47.0
Shanghai1/201405061500_mod,43.0
Shanghai1/201405121130_mod,61.0
Shanghai1/201406261215_mod,20.0
Shanghai1/201407231045_mod,14.0
Shanghai1/201406251315_mod,22.0
Shanghai1/201407201145_mod,23.0
Shanghai1/201408021245_mod,3.0
Shanghai1/201407271515_mod,31.0
Shanghai1/201408011345_mod,15.0
Shanghai1/201406291045_mod,84.0
Shanghai1/201407241415_mod,19.0
Shanghai1/201407091115_mod,26.0
Shanghai1/201408080845_mod,11.0
Shanghai1/201406171445_mod,60.0
Shanghai1/201408011145_mod,-2.0
Shanghai1/201406211445_mod,26.0
Shanghai1/201405311115_mod,36.0
Shanghai1/201406221545_mod,22.0
Shanghai1/201408021045_mod,5.0
Shanghai1/201407121415_mod,87.0
Shanghai1/201407111515_mod,78.0
Shanghai1/201407191315_mod,22.0
Shanghai1/201407091315_mod,11.0
Shanghai1/201407061145_mod,41.0
Shanghai1/201405091430_mod,42.0
Shanghai1/201406081415_mod,43.0
Shanghai1/201405111230_mod,37.0
Shanghai1/201406181415_mod,28.0
Shanghai1/201407051045_mod,27.0
Shanghai1/201407201345_mod,24.0
Shanghai1/201407281545_mod,62.0
Shanghai1/201408051415_mod,33.0
Shanghai1/201407231245_mod,11.0
Shanghai1/201406261015_mod,13.0
Shanghai1/201408061500_mod,30.0
Shanghai1/201408031445_mod,47.0
Shanghai1/201406231145_mod,37.0
Shanghai1/201407261315_mod,66.0
Shanghai1/201408081345_mod,26.0
Shanghai1/201406201045_mod,15.0
Shanghai1/201407251215_mod,22.0
Shanghai1/201408010845_mod,-1.0
Shanghai1/201407101115_mod,74.0
Shanghai1/201407031015_mod,93.0
Shanghai1/201407131015_mod,37.0
Shanghai1/201406061245_mod,48.0
Shanghai1/201407041445_mod,31.0
Shanghai1/201407141445_mod,29.0
Shanghai1/201406191015_mod,41.0
Shanghai1/201405181030_mod,23.0
Shanghai1/201406091015_mod,47.0
Shanghai1/201405081030_mod,91.0
Shanghai1/201405141200_mod,112.0
Shanghai1/201407071545_mod,40.0
Shanghai1/201407171545_mod,15.0
Shanghai1/201405071300_mod,58.0
Shanghai1/201405171300_mod,39.0
Shanghai1/201407160845_mod,19.0
Shanghai1/201405211100_mod,101.0
Shanghai1/201407291145_mod,34.0
Shanghai1/201408051545_mod,34.0
Shanghai1/201407301215_mod,13.0
Shanghai1/201407201215_mod,23.0
Shanghai1/201408061445_mod,30.0
Shanghai1/201406261145_mod,20.0
Shanghai1/201407231315_mod,11.0
Shanghai1/201407161015_mod,45.0
Shanghai1/201407061015_mod,38.0
Shanghai1/201407051115_mod,27.0
Shanghai1/201406101345_mod,32.0
Shanghai1/201407121545_mod,44.0
Shanghai1/201407191245_mod,22.0
Shanghai1/201407111445_mod,78.0
Shanghai1/201407091245_mod,11.0
Shanghai1/201405111200_mod,37.0
Shanghai1/201405201530_mod,84.0
Shanghai1/201406211515_mod,26.0
Shanghai1/201408011015_mod,-4.0
Shanghai1/201405311045_mod,36.0
Shanghai1/201405231430_mod,20.0
Shanghai1/201408021115_mod,5.0
Shanghai1/201407130845_mod,50.0
Shanghai1/201406271545_mod,19.0
Shanghai1/201405271015_mod,106.0
Shanghai1/201407291015_mod,47.0
Shanghai1/201406091145_mod,44.0
Shanghai1/201407141515_mod,29.0
Shanghai1/201407071415_mod,32.0
Shanghai1/201407171415_mod,28.0
Shanghai1/201405141230_mod,112.0
Shanghai1/201405181000_mod,23.0
Shanghai1/201407101045_mod,74.0
Shanghai1/201406161315_mod,17.0
Shanghai1/201405171330_mod,39.0
Shanghai1/201406061315_mod,48.0
Shanghai1/201405071330_mod,65.0
Shanghai1/201408020815_mod,-2.0
Shanghai1/201407031145_mod,90.0
Shanghai1/201407131145_mod,38.0
Shanghai1/201407261245_mod,66.0
Shanghai1/201408031515_mod,47.0
Shanghai1/201405221030_mod,73.0
Shanghai1/201407251345_mod,34.0
Shanghai1/201405301445_mod,62.0
Shanghai1/201406201115_mod,15.0
Shanghai1/201405211130_mod,103.0
Shanghai1/201408081215_mod,17.0
Shanghai1/201407031345_mod,84.0
Shanghai1/201407131345_mod,42.0
Shanghai1/201406161115_mod,17.0
Shanghai1/201406061115_mod,50.0
Shanghai1/201405131500_mod,53.0
Shanghai1/201407101245_mod,71.0
Shanghai1/201405081200_mod,79.0
Shanghai1/201405181200_mod,33.0
Shanghai1/201405211330_mod,125.0
Shanghai1/201408081015_mod,12.0
Shanghai1/201407251145_mod,22.0
Shanghai1/201407261045_mod,59.0
Shanghai1/201407211415_mod,18.0
Shanghai1/201407291215_mod,34.0
Shanghai1/201407221515_mod,17.0
Shanghai1/201406121445_mod,46.0
Shanghai1/201406191345_mod,38.0
Shanghai1/201406091345_mod,32.0
Shanghai1/201407250845_mod,4.0
Shanghai1/201407191045_mod,19.0
Shanghai1/201407091045_mod,26.0
Shanghai1/201405061530_mod,45.0
Shanghai1/201407271445_mod,31.0
Shanghai1/201408021315_mod,3.0
Shanghai1/201407241545_mod,20.0
Shanghai1/201406291115_mod,84.0
Shanghai1/201408011215_mod,-2.0
Shanghai1/201405311245_mod,41.0
Shanghai1/201407231115_mod,14.0
Shanghai1/201406261345_mod,17.0
Shanghai1/201407301015_mod,3.0
Shanghai1/201407201015_mod,31.0
Shanghai1/201407061215_mod,41.0
Shanghai1/201407241145_mod,21.0
Shanghai1/201405201330_mod,76.0
Shanghai1/201405291045_mod,94.0
Shanghai1/201405281530_mod,63.0
Shanghai1/201406211315_mod,16.0
Shanghai1/201407271045_mod,55.0
Shanghai1/201405231230_mod,20.0
Shanghai1/201405161130_mod,53.0
Shanghai1/201406171115_mod,26.0
Shanghai1/201407121345_mod,87.0
Shanghai1/201405111400_mod,36.0
Shanghai1/201405151030_mod,72.0
Shanghai1/201406141015_mod,75.0
Shanghai1/201407191445_mod,33.0
Shanghai1/201406101545_mod,27.0
Shanghai1/201407301415_mod,12.0
Shanghai1/201407281215_mod,29.0
Shanghai1/201407201415_mod,24.0
Shanghai1/201408051345_mod,33.0
Shanghai1/201407231515_mod,15.0
Shanghai1/201405261215_mod,88.0
Shanghai1/201408061245_mod,43.0
Shanghai1/201408031315_mod,62.0
Shanghai1/201407261445_mod,61.0
Shanghai1/201405301245_mod,65.0
Shanghai1/201408081415_mod,26.0
Shanghai1/201407251545_mod,51.0
Shanghai1/201407181045_mod,22.0
Shanghai1/201405141430_mod,143.0
Shanghai1/201405101000_mod,46.0
Shanghai1/201407240845_mod,20.0
Shanghai1/201406161515_mod,14.0
Shanghai1/201405171530_mod,33.0
Shanghai1/201406061515_mod,45.0
Shanghai1/201407041315_mod,61.0
Shanghai1/201407071215_mod,35.0
Shanghai1/201406121045_mod,48.0
Shanghai1/201406271345_mod,21.0
Shanghai1/201407221115_mod,8.0
Shanghai1/201406241245_mod,45.0
Shanghai1/201407211015_mod,23.0
Shanghai1/201406121245_mod,50.0
Shanghai1/201407071015_mod,42.0
Shanghai1/201407171015_mod,27.0
Shanghai1/201408050845_mod,30.0
Shanghai1/201407141115_mod,64.0
Shanghai1/201407211215_mod,21.0
Shanghai1/201407291415_mod,25.0
Shanghai1/201406241045_mod,49.0
Shanghai1/201407221315_mod,24.0
Shanghai1/201406271145_mod,19.0
Shanghai1/201406301515_mod,33.0
Shanghai1/201407120845_mod,91.0
Shanghai1/201408031115_mod,52.0
Shanghai1/201407131545_mod,31.0
Shanghai1/201405081400_mod,64.0
Shanghai1/201405101200_mod,39.0
Shanghai1/201407101445_mod,91.0
Shanghai1/201407051515_mod,24.0
Shanghai1/201406081145_mod,37.0
Shanghai1/201407161415_mod,22.0
Shanghai1/201407061415_mod,55.0
Shanghai1/201405261015_mod,110.0
Shanghai1/201406261545_mod,16.0
Shanghai1/201406251445_mod,17.0
Shanghai1/201408051145_mod,39.0
Shanghai1/201407281015_mod,21.0
Shanghai1/201406221015_mod,31.0
Shanghai1/201407271245_mod,49.0
Shanghai1/201405201130_mod,70.0
Shanghai1/201408011415_mod,15.0
Shanghai1/201405311445_mod,48.0
Shanghai1/201407241345_mod,19.0
Shanghai1/201405191000_mod,31.0
Shanghai1/201405091000_mod,43.0
Shanghai1/201405151230_mod,53.0
Shanghai1/201407121145_mod,69.0
Shanghai1/201406171315_mod,45.0
Shanghai1/201406121545_mod,60.0
Shanghai1/201406091245_mod,33.0
Shanghai1/201407200815_mod,21.0
Shanghai1/201407291315_mod,28.0
Shanghai1/201407211515_mod,22.0
Shanghai1/201407221415_mod,23.0
Shanghai1/201405281145_mod,67.0
Shanghai1/201408081115_mod,22.0
Shanghai1/201406281415_mod,123.0
Shanghai1/201407251045_mod,6.0
Shanghai1/201407261145_mod,68.0
Shanghai1/201407031245_mod,92.0
Shanghai1/201407131245_mod,64.0
Shanghai1/201406161015_mod,24.0
Shanghai1/201407081545_mod,23.0
Shanghai1/201407181545_mod,22.0
Shanghai1/201405081300_mod,68.0
Shanghai1/201405141130_mod,112.0
Shanghai1/201406151115_mod,59.0
Shanghai1/201405181300_mod,35.0
Shanghai1/201405101500_mod,41.0
Shanghai1/201407061315_mod,57.0
Shanghai1/201407231015_mod,13.0
Shanghai1/201406261245_mod,8.0
Shanghai1/201407301115_mod,16.0
Shanghai1/201407201115_mod,29.0
Shanghai1/201407271545_mod,34.0
Shanghai1/201408021215_mod,4.0
Shanghai1/201407241445_mod,17.0
Shanghai1/201408011315_mod,2.0
Shanghai1/201405311345_mod,45.0
Shanghai1/201405241200_mod,26.0
Shanghai1/201405111100_mod,29.0
Shanghai1/201408080815_mod,10.0
Shanghai1/201407260845_mod,66.0
Shanghai1/201406071415_mod,59.0
Shanghai1/201406171415_mod,42.0
Shanghai1/201405161430_mod,43.0
Shanghai1/201408011115_mod,-2.0
Shanghai1/201406211415_mod,21.0
Shanghai1/201405311145_mod,41.0
Shanghai1/201407100845_mod,59.0
Shanghai1/201406221515_mod,21.0
Shanghai1/201408021015_mod,10.0
Shanghai1/201407121445_mod,46.0
Shanghai1/201407111545_mod,76.0
Shanghai1/201407191345_mod,23.0
Shanghai1/201405111300_mod,49.0
Shanghai1/201407061115_mod,41.0
Shanghai1/201407051015_mod,26.0
Shanghai1/201406181445_mod,28.0
Shanghai1/201408051445_mod,36.0
Shanghai1/201407301315_mod,17.0
Shanghai1/201407201315_mod,23.0
Shanghai1/201407281515_mod,55.0
Shanghai1/201406261045_mod,10.0
Shanghai1/201408061545_mod,32.0
Shanghai1/201407231215_mod,16.0
Shanghai1/201407261345_mod,71.0
Shanghai1/201405221130_mod,46.0
Shanghai1/201408031415_mod,47.0
Shanghai1/201407251245_mod,32.0
Shanghai1/201405301545_mod,49.0
Shanghai1/201408081315_mod,16.0
Shanghai1/201406201015_mod,22.0
Shanghai1/201405141330_mod,143.0
Shanghai1/201405181100_mod,32.0
Shanghai1/201407101145_mod,67.0
Shanghai1/201405071230_mod,49.0
Shanghai1/201406061215_mod,50.0
Shanghai1/201407031045_mod,90.0
Shanghai1/201407131045_mod,20.0
Shanghai1/201406091045_mod,38.0
Shanghai1/201407041415_mod,26.0
Shanghai1/201407141415_mod,29.0
Shanghai1/201407071515_mod,35.0
Shanghai1/201407171515_mod,27.0
Shanghai1/201407031445_mod,74.0
Shanghai1/201407131445_mod,29.0
Shanghai1/201405181500_mod,38.0
Shanghai1/201407081345_mod,18.0
Shanghai1/201407181345_mod,20.0
Shanghai1/201407101545_mod,100.0
Shanghai1/201405301145_mod,65.0
Shanghai1/201405221530_mod,33.0
Shanghai1/201408031015_mod,63.0
Shanghai1/201407291515_mod,27.0
Shanghai1/201407211315_mod,21.0
Shanghai1/201406241145_mod,50.0
Shanghai1/201407221215_mod,20.0
Shanghai1/201408061030_mod,44.0
Shanghai1/201405271515_mod,51.0
Shanghai1/201406271045_mod,10.0
Shanghai1/201407071115_mod,36.0
Shanghai1/201408060845_mod,28.0
Shanghai1/201407171115_mod,20.0
Shanghai1/201406191445_mod,39.0
Shanghai1/201407280815_mod,26.0
Shanghai1/201407041015_mod,93.0
Shanghai1/201407141015_mod,76.0
Shanghai1/201405151330_mod,56.0
Shanghai1/201405091100_mod,42.0
Shanghai1/201407121045_mod,64.0
Shanghai1/201406171215_mod,35.0
Shanghai1/201405161230_mod,53.0
Shanghai1/201405231130_mod,20.0
Shanghai1/201407271345_mod,43.0
Shanghai1/201408011515_mod,19.0
Shanghai1/201407241245_mod,17.0
Shanghai1/201406261445_mod,9.0
Shanghai1/201408061145_mod,41.0
Shanghai1/201408051045_mod,36.0
Shanghai1/201406251545_mod,18.0
Shanghai1/201407281115_mod,29.0
Shanghai1/201407051415_mod,20.0
Shanghai1/201407161515_mod,23.0
Shanghai1/201407061515_mod,49.0
Shanghai1/201407301515_mod,23.0
Shanghai1/201407201515_mod,24.0
Shanghai1/201407281315_mod,43.0
Shanghai1/201408051245_mod,33.0
Shanghai1/201407231415_mod,21.0
Shanghai1/201408061345_mod,33.0
Shanghai1/201405261315_mod,83.0
Shanghai1/201406081245_mod,48.0
Shanghai1/201406181245_mod,20.0
Shanghai1/201406071015_mod,57.0
Shanghai1/201405121400_mod,60.0
Shanghai1/201405061030_mod,27.0
Shanghai1/201406171015_mod,33.0
Shanghai1/201405161030_mod,62.0
Shanghai1/201405151130_mod,53.0
Shanghai1/201405091300_mod,42.0
Shanghai1/201407191545_mod,40.0
Shanghai1/201407091545_mod,15.0
Shanghai1/201407241045_mod,21.0
Shanghai1/201405201230_mod,70.0
Shanghai1/201407180845_mod,10.0
Shanghai1/201407271145_mod,42.0
Shanghai1/201406221315_mod,27.0
Shanghai1/201405231330_mod,20.0
Shanghai1/201406271245_mod,35.0
Shanghai1/201407221015_mod,7.0
Shanghai1/201406241345_mod,47.0
Shanghai1/201407211115_mod,23.0
Shanghai1/201407041215_mod,73.0
Shanghai1/201407141215_mod,67.0
Shanghai1/201407071315_mod,45.0
Shanghai1/201406121145_mod,51.0
Shanghai1/201408090815_mod,27.0
Shanghai1/201407181145_mod,22.0
Shanghai1/201405101100_mod,49.0
Shanghai1/201405171430_mod,39.0
Shanghai1/201406061415_mod,38.0
Shanghai1/201407270845_mod,60.0
Shanghai1/201408031215_mod,66.0
Shanghai1/201407261545_mod,68.0
Shanghai1/201408081515_mod,26.0
Shanghai1/201407251445_mod,57.0
Shanghai2/201408091045_mod,13.0
Shanghai2/201408191045_mod,4.0
Shanghai2/201408181530_mod,15.0
Shanghai2/201411261245_mod,56.0
Shanghai2/201408250845_mod,41.0
Shanghai2/201410301115_mod,43.0
Shanghai2/201411251345_mod,24.0
Shanghai2/201409071515_mod,24.0
Shanghai2/201410051215_mod,28.0
Shanghai2/201409060815_mod,24.0
Shanghai2/201409160815_mod,28.0
Shanghai2/201411131145_mod,32.0
Shanghai2/201412031415_mod,63.0
Shanghai2/201410061315_mod,29.0
Shanghai2/201410161315_mod,127.0
Shanghai2/201411141515_mod,61.0
Shanghai2/201410191145_mod,11.0
Shanghai2/201410260845_mod,63.0
Shanghai2/201412071145_mod,57.0
Shanghai2/201409251245_mod,46.0
Shanghai2/201408201015_mod,4.0
Shanghai2/201410271545_mod,27.0
Shanghai2/201408151315_mod,26.0
Shanghai2/201409101145_mod,85.0
Shanghai2/201410241445_mod,22.0
Shanghai2/201411050815_mod,41.0
Shanghai2/201408161215_mod,31.0
Shanghai2/201409131045_mod,-1.0
Shanghai2/201409031045_mod,34.0
Shanghai2/201411291015_mod,45.0
Shanghai2/201409161115_mod,22.0
Shanghai2/201410311515_mod,46.0
Shanghai2/201409151015_mod,9.0
Shanghai2/201408101245_mod,55.0
Shanghai2/201411130845_mod,33.0
Shanghai2/201408181445_mod,27.0
Shanghai2/201408251145_mod,57.0
Shanghai2/201409201315_mod,16.0
Shanghai2/201409281515_mod,13.0
Shanghai2/201412021015_mod,38.0
Shanghai2/201411121545_mod,69.0
Shanghai2/201408261045_mod,41.0
Shanghai2/201409231215_mod,4.0
Shanghai2/201411091245_mod,37.0
Shanghai2/201411191245_mod,32.0
Shanghai2/201410300815_mod,40.0
Shanghai2/201409100845_mod,46.0
Shanghai2/201410131245_mod,29.0
Shanghai2/201408291215_mod,43.0
Shanghai2/201409251330_mod,43.0
Shanghai2/201412061545_mod,82.0
Shanghai2/201411061015_mod,145.0
Shanghai2/201411161015_mod,81.0
Shanghai2/201410181545_mod,18.0
Shanghai2/201410081545_mod,25.0
Shanghai2/201412051445_mod,51.0
Shanghai2/201411281415_mod,75.0
Shanghai2/201408230815_mod,39.0
Shanghai2/201409171500_mod,14.0
Shanghai2/201411201215_mod,32.0
Shanghai2/201410190845_mod,10.0
Shanghai2/201409121445_mod,23.0
Shanghai2/201411301215_mod,54.0
Shanghai2/201410251045_mod,24.0
Shanghai2/201409091345_mod,37.0
Shanghai2/201409111545_mod,10.0
Shanghai2/201409191345_mod,32.0
Shanghai2/201412070845_mod,71.0
Shanghai2/201410261145_mod,56.0
Shanghai2/201409271545_mod,35.0
Shanghai2/201411051315_mod,30.0
Shanghai2/201411151315_mod,29.0
Shanghai2/201411061215_mod,124.0
Shanghai2/201408150815_mod,25.0
Shanghai2/201411161215_mod,67.0
Shanghai2/201408291015_mod,20.0
Shanghai2/201408141515_mod,0.0
Shanghai2/201410261345_mod,62.0
Shanghai2/201411231115_mod,32.0
Shanghai2/201409091145_mod,34.0
Shanghai2/201409191145_mod,47.0
Shanghai2/201408171415_mod,-4.0
Shanghai2/201410251245_mod,20.0
Shanghai2/201411201015_mod,31.0
Shanghai2/201411301015_mod,48.0
Shanghai2/201408101045_mod,70.0
Shanghai2/201411271445_mod,13.0
Shanghai2/201409151215_mod,8.0
Shanghai2/201410160815_mod,147.0
Shanghai2/201409061315_mod,37.0
